# numk K[0] k[1] k[2], en coordenadas cartesianas 
-0.49	-0.49	0.0	
-0.49	-0.47	0.0	
-0.49	-0.45	0.0	
-0.49	-0.43	0.0	
-0.49	-0.41	0.0	
-0.49	-0.39	0.0	
-0.49	-0.37	0.0	
-0.49	-0.35	0.0	
-0.49	-0.33	0.0	
-0.49	-0.31	0.0	
-0.49	-0.29	0.0	
-0.49	-0.27	0.0	
-0.49	-0.25	0.0	
-0.49	-0.23	0.0	
-0.49	-0.21	0.0	
-0.49	-0.19	0.0	
-0.49	-0.17	0.0	
-0.49	-0.15	0.0	
-0.49	-0.13	0.0	
-0.49	-0.11	0.0	
-0.49	-0.09	0.0	
-0.49	-0.07	0.0	
-0.49	-0.05	0.0	
-0.49	-0.03	0.0	
-0.49	-0.01	0.0	
-0.49	0.01	0.0	
-0.49	0.03	0.0	
-0.49	0.05	0.0	
-0.49	0.07	0.0	
-0.49	0.09	0.0	
-0.49	0.11	0.0	
-0.49	0.13	0.0	
-0.49	0.15	0.0	
-0.49	0.17	0.0	
-0.49	0.19	0.0	
-0.49	0.21	0.0	
-0.49	0.23	0.0	
-0.49	0.25	0.0	
-0.49	0.27	0.0	
-0.49	0.29	0.0	
-0.49	0.31	0.0	
-0.49	0.33	0.0	
-0.49	0.35	0.0	
-0.49	0.37	0.0	
-0.49	0.39	0.0	
-0.49	0.41	0.0	
-0.49	0.43	0.0	
-0.49	0.45	0.0	
-0.49	0.47	0.0	
-0.49	0.49	0.0	
-0.47	-0.49	0.0	
-0.47	-0.47	0.0	
-0.47	-0.45	0.0	
-0.47	-0.43	0.0	
-0.47	-0.41	0.0	
-0.47	-0.39	0.0	
-0.47	-0.37	0.0	
-0.47	-0.35	0.0	
-0.47	-0.33	0.0	
-0.47	-0.31	0.0	
-0.47	-0.29	0.0	
-0.47	-0.27	0.0	
-0.47	-0.25	0.0	
-0.47	-0.23	0.0	
-0.47	-0.21	0.0	
-0.47	-0.19	0.0	
-0.47	-0.17	0.0	
-0.47	-0.15	0.0	
-0.47	-0.13	0.0	
-0.47	-0.11	0.0	
-0.47	-0.09	0.0	
-0.47	-0.07	0.0	
-0.47	-0.05	0.0	
-0.47	-0.03	0.0	
-0.47	-0.01	0.0	
-0.47	0.01	0.0	
-0.47	0.03	0.0	
-0.47	0.05	0.0	
-0.47	0.07	0.0	
-0.47	0.09	0.0	
-0.47	0.11	0.0	
-0.47	0.13	0.0	
-0.47	0.15	0.0	
-0.47	0.17	0.0	
-0.47	0.19	0.0	
-0.47	0.21	0.0	
-0.47	0.23	0.0	
-0.47	0.25	0.0	
-0.47	0.27	0.0	
-0.47	0.29	0.0	
-0.47	0.31	0.0	
-0.47	0.33	0.0	
-0.47	0.35	0.0	
-0.47	0.37	0.0	
-0.47	0.39	0.0	
-0.47	0.41	0.0	
-0.47	0.43	0.0	
-0.47	0.45	0.0	
-0.47	0.47	0.0	
-0.47	0.49	0.0	
-0.45	-0.49	0.0	
-0.45	-0.47	0.0	
-0.45	-0.45	0.0	
-0.45	-0.43	0.0	
-0.45	-0.41	0.0	
-0.45	-0.39	0.0	
-0.45	-0.37	0.0	
-0.45	-0.35	0.0	
-0.45	-0.33	0.0	
-0.45	-0.31	0.0	
-0.45	-0.29	0.0	
-0.45	-0.27	0.0	
-0.45	-0.25	0.0	
-0.45	-0.23	0.0	
-0.45	-0.21	0.0	
-0.45	-0.19	0.0	
-0.45	-0.17	0.0	
-0.45	-0.15	0.0	
-0.45	-0.13	0.0	
-0.45	-0.11	0.0	
-0.45	-0.09	0.0	
-0.45	-0.07	0.0	
-0.45	-0.05	0.0	
-0.45	-0.03	0.0	
-0.45	-0.01	0.0	
-0.45	0.01	0.0	
-0.45	0.03	0.0	
-0.45	0.05	0.0	
-0.45	0.07	0.0	
-0.45	0.09	0.0	
-0.45	0.11	0.0	
-0.45	0.13	0.0	
-0.45	0.15	0.0	
-0.45	0.17	0.0	
-0.45	0.19	0.0	
-0.45	0.21	0.0	
-0.45	0.23	0.0	
-0.45	0.25	0.0	
-0.45	0.27	0.0	
-0.45	0.29	0.0	
-0.45	0.31	0.0	
-0.45	0.33	0.0	
-0.45	0.35	0.0	
-0.45	0.37	0.0	
-0.45	0.39	0.0	
-0.45	0.41	0.0	
-0.45	0.43	0.0	
-0.45	0.45	0.0	
-0.45	0.47	0.0	
-0.45	0.49	0.0	
-0.43	-0.49	0.0	
-0.43	-0.47	0.0	
-0.43	-0.45	0.0	
-0.43	-0.43	0.0	
-0.43	-0.41	0.0	
-0.43	-0.39	0.0	
-0.43	-0.37	0.0	
-0.43	-0.35	0.0	
-0.43	-0.33	0.0	
-0.43	-0.31	0.0	
-0.43	-0.29	0.0	
-0.43	-0.27	0.0	
-0.43	-0.25	0.0	
-0.43	-0.23	0.0	
-0.43	-0.21	0.0	
-0.43	-0.19	0.0	
-0.43	-0.17	0.0	
-0.43	-0.15	0.0	
-0.43	-0.13	0.0	
-0.43	-0.11	0.0	
-0.43	-0.09	0.0	
-0.43	-0.07	0.0	
-0.43	-0.05	0.0	
-0.43	-0.03	0.0	
-0.43	-0.01	0.0	
-0.43	0.01	0.0	
-0.43	0.03	0.0	
-0.43	0.05	0.0	
-0.43	0.07	0.0	
-0.43	0.09	0.0	
-0.43	0.11	0.0	
-0.43	0.13	0.0	
-0.43	0.15	0.0	
-0.43	0.17	0.0	
-0.43	0.19	0.0	
-0.43	0.21	0.0	
-0.43	0.23	0.0	
-0.43	0.25	0.0	
-0.43	0.27	0.0	
-0.43	0.29	0.0	
-0.43	0.31	0.0	
-0.43	0.33	0.0	
-0.43	0.35	0.0	
-0.43	0.37	0.0	
-0.43	0.39	0.0	
-0.43	0.41	0.0	
-0.43	0.43	0.0	
-0.43	0.45	0.0	
-0.43	0.47	0.0	
-0.43	0.49	0.0	
-0.41	-0.49	0.0	
-0.41	-0.47	0.0	
-0.41	-0.45	0.0	
-0.41	-0.43	0.0	
-0.41	-0.41	0.0	
-0.41	-0.39	0.0	
-0.41	-0.37	0.0	
-0.41	-0.35	0.0	
-0.41	-0.33	0.0	
-0.41	-0.31	0.0	
-0.41	-0.29	0.0	
-0.41	-0.27	0.0	
-0.41	-0.25	0.0	
-0.41	-0.23	0.0	
-0.41	-0.21	0.0	
-0.41	-0.19	0.0	
-0.41	-0.17	0.0	
-0.41	-0.15	0.0	
-0.41	-0.13	0.0	
-0.41	-0.11	0.0	
-0.41	-0.09	0.0	
-0.41	-0.07	0.0	
-0.41	-0.05	0.0	
-0.41	-0.03	0.0	
-0.41	-0.01	0.0	
-0.41	0.01	0.0	
-0.41	0.03	0.0	
-0.41	0.05	0.0	
-0.41	0.07	0.0	
-0.41	0.09	0.0	
-0.41	0.11	0.0	
-0.41	0.13	0.0	
-0.41	0.15	0.0	
-0.41	0.17	0.0	
-0.41	0.19	0.0	
-0.41	0.21	0.0	
-0.41	0.23	0.0	
-0.41	0.25	0.0	
-0.41	0.27	0.0	
-0.41	0.29	0.0	
-0.41	0.31	0.0	
-0.41	0.33	0.0	
-0.41	0.35	0.0	
-0.41	0.37	0.0	
-0.41	0.39	0.0	
-0.41	0.41	0.0	
-0.41	0.43	0.0	
-0.41	0.45	0.0	
-0.41	0.47	0.0	
-0.41	0.49	0.0	
-0.39	-0.49	0.0	
-0.39	-0.47	0.0	
-0.39	-0.45	0.0	
-0.39	-0.43	0.0	
-0.39	-0.41	0.0	
-0.39	-0.39	0.0	
-0.39	-0.37	0.0	
-0.39	-0.35	0.0	
-0.39	-0.33	0.0	
-0.39	-0.31	0.0	
-0.39	-0.29	0.0	
-0.39	-0.27	0.0	
-0.39	-0.25	0.0	
-0.39	-0.23	0.0	
-0.39	-0.21	0.0	
-0.39	-0.19	0.0	
-0.39	-0.17	0.0	
-0.39	-0.15	0.0	
-0.39	-0.13	0.0	
-0.39	-0.11	0.0	
-0.39	-0.09	0.0	
-0.39	-0.07	0.0	
-0.39	-0.05	0.0	
-0.39	-0.03	0.0	
-0.39	-0.01	0.0	
-0.39	0.01	0.0	
-0.39	0.03	0.0	
-0.39	0.05	0.0	
-0.39	0.07	0.0	
-0.39	0.09	0.0	
-0.39	0.11	0.0	
-0.39	0.13	0.0	
-0.39	0.15	0.0	
-0.39	0.17	0.0	
-0.39	0.19	0.0	
-0.39	0.21	0.0	
-0.39	0.23	0.0	
-0.39	0.25	0.0	
-0.39	0.27	0.0	
-0.39	0.29	0.0	
-0.39	0.31	0.0	
-0.39	0.33	0.0	
-0.39	0.35	0.0	
-0.39	0.37	0.0	
-0.39	0.39	0.0	
-0.39	0.41	0.0	
-0.39	0.43	0.0	
-0.39	0.45	0.0	
-0.39	0.47	0.0	
-0.39	0.49	0.0	
-0.37	-0.49	0.0	
-0.37	-0.47	0.0	
-0.37	-0.45	0.0	
-0.37	-0.43	0.0	
-0.37	-0.41	0.0	
-0.37	-0.39	0.0	
-0.37	-0.37	0.0	
-0.37	-0.35	0.0	
-0.37	-0.33	0.0	
-0.37	-0.31	0.0	
-0.37	-0.29	0.0	
-0.37	-0.27	0.0	
-0.37	-0.25	0.0	
-0.37	-0.23	0.0	
-0.37	-0.21	0.0	
-0.37	-0.19	0.0	
-0.37	-0.17	0.0	
-0.37	-0.15	0.0	
-0.37	-0.13	0.0	
-0.37	-0.11	0.0	
-0.37	-0.09	0.0	
-0.37	-0.07	0.0	
-0.37	-0.05	0.0	
-0.37	-0.03	0.0	
-0.37	-0.01	0.0	
-0.37	0.01	0.0	
-0.37	0.03	0.0	
-0.37	0.05	0.0	
-0.37	0.07	0.0	
-0.37	0.09	0.0	
-0.37	0.11	0.0	
-0.37	0.13	0.0	
-0.37	0.15	0.0	
-0.37	0.17	0.0	
-0.37	0.19	0.0	
-0.37	0.21	0.0	
-0.37	0.23	0.0	
-0.37	0.25	0.0	
-0.37	0.27	0.0	
-0.37	0.29	0.0	
-0.37	0.31	0.0	
-0.37	0.33	0.0	
-0.37	0.35	0.0	
-0.37	0.37	0.0	
-0.37	0.39	0.0	
-0.37	0.41	0.0	
-0.37	0.43	0.0	
-0.37	0.45	0.0	
-0.37	0.47	0.0	
-0.37	0.49	0.0	
-0.35	-0.49	0.0	
-0.35	-0.47	0.0	
-0.35	-0.45	0.0	
-0.35	-0.43	0.0	
-0.35	-0.41	0.0	
-0.35	-0.39	0.0	
-0.35	-0.37	0.0	
-0.35	-0.35	0.0	
-0.35	-0.33	0.0	
-0.35	-0.31	0.0	
-0.35	-0.29	0.0	
-0.35	-0.27	0.0	
-0.35	-0.25	0.0	
-0.35	-0.23	0.0	
-0.35	-0.21	0.0	
-0.35	-0.19	0.0	
-0.35	-0.17	0.0	
-0.35	-0.15	0.0	
-0.35	-0.13	0.0	
-0.35	-0.11	0.0	
-0.35	-0.09	0.0	
-0.35	-0.07	0.0	
-0.35	-0.05	0.0	
-0.35	-0.03	0.0	
-0.35	-0.01	0.0	
-0.35	0.01	0.0	
-0.35	0.03	0.0	
-0.35	0.05	0.0	
-0.35	0.07	0.0	
-0.35	0.09	0.0	
-0.35	0.11	0.0	
-0.35	0.13	0.0	
-0.35	0.15	0.0	
-0.35	0.17	0.0	
-0.35	0.19	0.0	
-0.35	0.21	0.0	
-0.35	0.23	0.0	
-0.35	0.25	0.0	
-0.35	0.27	0.0	
-0.35	0.29	0.0	
-0.35	0.31	0.0	
-0.35	0.33	0.0	
-0.35	0.35	0.0	
-0.35	0.37	0.0	
-0.35	0.39	0.0	
-0.35	0.41	0.0	
-0.35	0.43	0.0	
-0.35	0.45	0.0	
-0.35	0.47	0.0	
-0.35	0.49	0.0	
-0.33	-0.49	0.0	
-0.33	-0.47	0.0	
-0.33	-0.45	0.0	
-0.33	-0.43	0.0	
-0.33	-0.41	0.0	
-0.33	-0.39	0.0	
-0.33	-0.37	0.0	
-0.33	-0.35	0.0	
-0.33	-0.33	0.0	
-0.33	-0.31	0.0	
-0.33	-0.29	0.0	
-0.33	-0.27	0.0	
-0.33	-0.25	0.0	
-0.33	-0.23	0.0	
-0.33	-0.21	0.0	
-0.33	-0.19	0.0	
-0.33	-0.17	0.0	
-0.33	-0.15	0.0	
-0.33	-0.13	0.0	
-0.33	-0.11	0.0	
-0.33	-0.09	0.0	
-0.33	-0.07	0.0	
-0.33	-0.05	0.0	
-0.33	-0.03	0.0	
-0.33	-0.01	0.0	
-0.33	0.01	0.0	
-0.33	0.03	0.0	
-0.33	0.05	0.0	
-0.33	0.07	0.0	
-0.33	0.09	0.0	
-0.33	0.11	0.0	
-0.33	0.13	0.0	
-0.33	0.15	0.0	
-0.33	0.17	0.0	
-0.33	0.19	0.0	
-0.33	0.21	0.0	
-0.33	0.23	0.0	
-0.33	0.25	0.0	
-0.33	0.27	0.0	
-0.33	0.29	0.0	
-0.33	0.31	0.0	
-0.33	0.33	0.0	
-0.33	0.35	0.0	
-0.33	0.37	0.0	
-0.33	0.39	0.0	
-0.33	0.41	0.0	
-0.33	0.43	0.0	
-0.33	0.45	0.0	
-0.33	0.47	0.0	
-0.33	0.49	0.0	
-0.31	-0.49	0.0	
-0.31	-0.47	0.0	
-0.31	-0.45	0.0	
-0.31	-0.43	0.0	
-0.31	-0.41	0.0	
-0.31	-0.39	0.0	
-0.31	-0.37	0.0	
-0.31	-0.35	0.0	
-0.31	-0.33	0.0	
-0.31	-0.31	0.0	
-0.31	-0.29	0.0	
-0.31	-0.27	0.0	
-0.31	-0.25	0.0	
-0.31	-0.23	0.0	
-0.31	-0.21	0.0	
-0.31	-0.19	0.0	
-0.31	-0.17	0.0	
-0.31	-0.15	0.0	
-0.31	-0.13	0.0	
-0.31	-0.11	0.0	
-0.31	-0.09	0.0	
-0.31	-0.07	0.0	
-0.31	-0.05	0.0	
-0.31	-0.03	0.0	
-0.31	-0.01	0.0	
-0.31	0.01	0.0	
-0.31	0.03	0.0	
-0.31	0.05	0.0	
-0.31	0.07	0.0	
-0.31	0.09	0.0	
-0.31	0.11	0.0	
-0.31	0.13	0.0	
-0.31	0.15	0.0	
-0.31	0.17	0.0	
-0.31	0.19	0.0	
-0.31	0.21	0.0	
-0.31	0.23	0.0	
-0.31	0.25	0.0	
-0.31	0.27	0.0	
-0.31	0.29	0.0	
-0.31	0.31	0.0	
-0.31	0.33	0.0	
-0.31	0.35	0.0	
-0.31	0.37	0.0	
-0.31	0.39	0.0	
-0.31	0.41	0.0	
-0.31	0.43	0.0	
-0.31	0.45	0.0	
-0.31	0.47	0.0	
-0.31	0.49	0.0	
-0.29	-0.49	0.0	
-0.29	-0.47	0.0	
-0.29	-0.45	0.0	
-0.29	-0.43	0.0	
-0.29	-0.41	0.0	
-0.29	-0.39	0.0	
-0.29	-0.37	0.0	
-0.29	-0.35	0.0	
-0.29	-0.33	0.0	
-0.29	-0.31	0.0	
-0.29	-0.29	0.0	
-0.29	-0.27	0.0	
-0.29	-0.25	0.0	
-0.29	-0.23	0.0	
-0.29	-0.21	0.0	
-0.29	-0.19	0.0	
-0.29	-0.17	0.0	
-0.29	-0.15	0.0	
-0.29	-0.13	0.0	
-0.29	-0.11	0.0	
-0.29	-0.09	0.0	
-0.29	-0.07	0.0	
-0.29	-0.05	0.0	
-0.29	-0.03	0.0	
-0.29	-0.01	0.0	
-0.29	0.01	0.0	
-0.29	0.03	0.0	
-0.29	0.05	0.0	
-0.29	0.07	0.0	
-0.29	0.09	0.0	
-0.29	0.11	0.0	
-0.29	0.13	0.0	
-0.29	0.15	0.0	
-0.29	0.17	0.0	
-0.29	0.19	0.0	
-0.29	0.21	0.0	
-0.29	0.23	0.0	
-0.29	0.25	0.0	
-0.29	0.27	0.0	
-0.29	0.29	0.0	
-0.29	0.31	0.0	
-0.29	0.33	0.0	
-0.29	0.35	0.0	
-0.29	0.37	0.0	
-0.29	0.39	0.0	
-0.29	0.41	0.0	
-0.29	0.43	0.0	
-0.29	0.45	0.0	
-0.29	0.47	0.0	
-0.29	0.49	0.0	
-0.27	-0.49	0.0	
-0.27	-0.47	0.0	
-0.27	-0.45	0.0	
-0.27	-0.43	0.0	
-0.27	-0.41	0.0	
-0.27	-0.39	0.0	
-0.27	-0.37	0.0	
-0.27	-0.35	0.0	
-0.27	-0.33	0.0	
-0.27	-0.31	0.0	
-0.27	-0.29	0.0	
-0.27	-0.27	0.0	
-0.27	-0.25	0.0	
-0.27	-0.23	0.0	
-0.27	-0.21	0.0	
-0.27	-0.19	0.0	
-0.27	-0.17	0.0	
-0.27	-0.15	0.0	
-0.27	-0.13	0.0	
-0.27	-0.11	0.0	
-0.27	-0.09	0.0	
-0.27	-0.07	0.0	
-0.27	-0.05	0.0	
-0.27	-0.03	0.0	
-0.27	-0.01	0.0	
-0.27	0.01	0.0	
-0.27	0.03	0.0	
-0.27	0.05	0.0	
-0.27	0.07	0.0	
-0.27	0.09	0.0	
-0.27	0.11	0.0	
-0.27	0.13	0.0	
-0.27	0.15	0.0	
-0.27	0.17	0.0	
-0.27	0.19	0.0	
-0.27	0.21	0.0	
-0.27	0.23	0.0	
-0.27	0.25	0.0	
-0.27	0.27	0.0	
-0.27	0.29	0.0	
-0.27	0.31	0.0	
-0.27	0.33	0.0	
-0.27	0.35	0.0	
-0.27	0.37	0.0	
-0.27	0.39	0.0	
-0.27	0.41	0.0	
-0.27	0.43	0.0	
-0.27	0.45	0.0	
-0.27	0.47	0.0	
-0.27	0.49	0.0	
-0.25	-0.49	0.0	
-0.25	-0.47	0.0	
-0.25	-0.45	0.0	
-0.25	-0.43	0.0	
-0.25	-0.41	0.0	
-0.25	-0.39	0.0	
-0.25	-0.37	0.0	
-0.25	-0.35	0.0	
-0.25	-0.33	0.0	
-0.25	-0.31	0.0	
-0.25	-0.29	0.0	
-0.25	-0.27	0.0	
-0.25	-0.25	0.0	
-0.25	-0.23	0.0	
-0.25	-0.21	0.0	
